Cara Taylor,Alexander Wang Collection 2 New York,Alexander Wang Collection 1 S/S 2019 New York,R13 S/S 2019 New York,Brandon Maxwell S/S 2019 New York,Escada S/S 2019 New York,Coach 1941 S/S 2019 New York,Michael Kors S/S 2019 New York,Alberta Ferretti S/S 2019 Milan,Max Mara S/S 2019 Milan,Fendi S/S 2019 Milan,Moschino S/S 2019 Milan,Tod's S/S 2019 Milan,Sportmax S/S 2018 Milan,Versace S/S 2019 Milan,Salvatore Ferragamo S/S 2019 Milan,Roberto Cavalli S/S 2019 Milan,Philosophy di Lorenzo Serafini S/S 2019 Milan,Etro S/S 2019 Milan,Missoni S/S 2019 Milan,Saint Laurent S/S 2019 Paris,Isabel Marant S/S 2019 Paris,Loewe S/S 2019 Paris,Givenchy S/S 2019 Paris,Stella McCartney S/S 2019 Paris,Acne Studios S/S 2019 Paris
Laurijn Bijnen,Jeremy Scott S/S 2019 New York,Dion Lee S/S 2019 New York,Rodarte S/S 2019 New York,Brock S/S 2019 New York,Monse S/S 2019 New York**,ALEXACHUNG S/S 2019 London,Mary Katrantzou S/S 2019 London,Preen by Thornton Bregazzi S/S 2018 London,Peter Pilotto S/S 2019 London,Erdem S/S 2019 London,Giada S/S 2019 Milan,No. 21 S/S 2019 Milan ,Blumarine S/S 2019 Milan,Sportmax S/S 2018 Milan,MSGM S/S 2019 Milan,Ermanno Scervino S/S 2019 Milan,Christian Dior S/S 2019 Paris,Isabel Marant S/S 2019 Paris,Off-White S/S 2019 Paris,Balmain S/S 2019 Paris,Giambattista Valli S/S 2019 Paris,Beautiful People S/S 2019 Paris,John Galliano S/S 2019 Paris,Paul & Joe S/S 2019 Paris,L'Oréal S/S 2019 Paris
Roos van Elk,Longchamp S/S 2019 New York,Brandon Maxwell S/S 2019 New York,Carolina Herrera S/S 2019 New York,Calvin Klein 205W39NYC S/S 2019 New York,Gabriela Hearst S/S 2019 New Yo,Molly Goddard S/S 2019 London,Supriya Lele S/S 2019 London,Christopher Kane S/S 2019 London,No. 21 S/S 2019 Milan ,Tod's S/S 2019 Milan,Sportmax S/S 2018 Milan,Roberto Cavalli S/S 2019 Milan,Philosophy di Lorenzo Serafini S/S 2019 Milan,MSGM S/S 2019 Milan,Missoni S/S 2019 Milan,Jacquemus S/S 2019 Paris,Rochas S/S 2019 Paris,Dries Van Noten S/S 2019 Paris,Paco Rabanne S/S 2019 Paris,Altuzarra S/S 2019 Paris,Sonia Rykiel S/S 2019 Paris,Alexander McQueen SS 2019 Paris,Giambattista Valli S/S 2019 Paris,Cédric Charlier S/S 2019 Paris,Kenzo S/S 2019 Paris
Louise Robert,Tory Burch S/S 2019 New York,Longchamp S/S 2019 New York,Self-Portrait S/S 2019 New York,Brandon Maxwell S/S 2019 New York,Escada S/S 2019 New York,Carolina Herrera S/S 2019 New York,Michael Kors S/S 2019 New York,J.W. Anderson S/S 2019 London,Victoria Beckham S/S 2019 London,No. 21 S/S 2019 Milan ,Max Mara S/S 2019 Milan,Prada S/S 2019 Milan,Tod's S/S 2019 Milan,Philosophy di Lorenzo Serafini S/S 2019 Milan,MSGM S/S 2019 Milan,Saint Laurent S/S 2019 Paris,Rochas S/S 2019 Paris,Dries Van Noten S/S 2019 Paris,Chloé S/S 2019 Paris,Elie Saab S/S 2019 Paris,Sonia Rykiel S/S 2019 Paris,Valentino S/S 2019 Paris,Stella McCartney S/S 2019 Paris,Alexander McQueen SS 2019 Paris,Giambattista Valli S/S 2019 Paris
Mayowa Nicholas,Alexander Wang Collection 2 New York,Alexander Wang Collection 1 S/S 2019 New York,Jeremy Scott S/S 2019 New York,Tory Burch S/S 2019 New York,Brandon Maxwell S/S 2019 New York,Escada S/S 2019 New York,Prabal Gurung S/S 2019 New York,Carolina Herrera S/S 2019 New York,Zimmermann S/S 2019 New York,Oscar de la Renta S/S 2019 New York,Michael Kors S/S 2019 New York,Ralph Lauren S/S 2019 New York,Moschino S/S 2019 Milan,Tod's S/S 2019 Milan,Philosophy di Lorenzo Serafini S/S 2019 Milan,Etro S/S 2019 Milan,Marni S/S 2019 Milan,Jacquemus S/S 2019 Paris,Mugler S/S 2019 Paris,Dries Van Noten S/S 2019 Paris,Off-White S/S 2019 Paris,Redemption S/S 2019 Paris,Balmain S/S 2019 Paris,Altuzarra S/S 2019 Paris,Esteban Cortazar S/S 2019 Paris
Naomi Chin Wing,Alexander Wang Collection 1 S/S 2019 New York,Jeremy Scott S/S 2019 New York,Tory Burch S/S 2019 New York,Escada S/S 2019 New York,Prabal Gurung S/S 2019 New York,Ralph Lauren S/S 2019 New York,Mary Katrantzou S/S 2019 London,Simone Rocha S/S 2019 London,Peter Pilotto S/S 2019 London,Supriya Lele S/S 2019 London,Alberta Ferretti S/S 2019 Milan,Fendi S/S 2019 Milan,Moschino S/S 2019 Milan,Tod's S/S 2019 Milan,Roberto Cavalli S/S 2019 Milan,Philosophy di Lorenzo Serafini S/S 2019 Milan,Missoni S/S 2019 Milan,Saint Laurent S/S 2019 Paris,Off-White S/S 2019 Paris,Redemption S/S 2019 Paris,Altuzarra S/S 2019 Paris,Sacai S/S 2019 Paris,Giambattista Valli S/S 2019 Paris,Courrèges S/S 2019 Paris,Acne Studios S/S 2019 Paris
Giedre Dukauskaite,Escada S/S 2019 New York,Boss S/S 2019 New York,Zimmermann S/S 2019 New York,Oscar de la Renta S/S 2019 New York,Gabriela Hearst S/S 2019 New Yo,Ralph Lauren S/S 2019 New York,Victoria Beckham S/S 2019 London,No. 21 S/S 2019 Milan ,Tod's S/S 2019 Milan,Blumarine S/S 2019 Milan,Philosophy di Lorenzo Serafini S/S 2019 Milan,Etro S/S 2019 Milan,Agnona S/S 2019 Milan,Fila S/S 2019 Milan,Christian Dior S/S 2019 Paris,Rochas S/S 2019 Paris,Dries Van Noten S/S 2019 Paris,Isabel Marant S/S 2019 Paris,Off-White S/S 2019 Paris,Altuzarra S/S 2019 Paris,Hermès S/S 2019 Paris,Givenchy S/S 2019 Paris,Stella McCartney S/S 2019 Paris,A.P.C. S/S 2019 Paris,Poiret S/S 2019 Paris,Acne Studios S/S 2019 Paris
Sijia Kang,John Elliott S/S 2019 New York *,Matthew Adams Dolan S/S 2019 New York,Dion Lee S/S 2019 New York,Prabal Gurung S/S 2019 New York,Carolina Herrera S/S 2019 New York,Rodarte S/S 2019 New York,Michael Kors S/S 2019 New York,Brock S/S 2019 New York,3.1 Phillip Lim S/S 2019 New York,Gabriela Hearst S/S 2019 New Yo,JNBY S/S 2019 New York,Lou Dallas S/S 2019 New York,Preen by Thornton Bregazzi S/S 2018 London,Supriya Lele S/S 2019 London,Supriya Lele S/S 2019 London,Christopher Kane S/S 2019 London,Erdem S/S 2019 London,Giada S/S 2019 Milan,Blumarine S/S 2019 Milan,Philipp Plein S/S 2019 Milan,Byblos S/S 2019 Milan,GCDS S/S 2019 Milan,Mugler S/S 2019 Paris,Maison Margiela S/S 2019 Paris,Alexander McQueen SS 2019 Paris,Poiret S/S 2019 Paris
Anyelina Rosa,Alexander Wang Collection 2 New York,Tory Burch S/S 2019 New York,R13 S/S 2019 New York,Brandon Maxwell S/S 2019 New York,Escada S/S 2019 New York,Carolina Herrera S/S 2019 New York,Boss S/S 2019 New York,Rodarte S/S 2019 New York,Michael Kors S/S 2019 New York,3.1 Phillip Lim S/S 2019 New York,J.W. Anderson S/S 2019 London,Victoria Beckham S/S 2019 London,Jil Sander S/S 2019 Milan,Max Mara S/S 2019 Milan,Moschino S/S 2019 Milan,Sportmax S/S 2018 Milan,Versace S/S 2019 Milan,Roberto Cavalli S/S 2019 Milan,Etro S/S 2019 Milan,Missoni S/S 2019 Milan,Christian Dior S/S 2019 Paris,Saint Laurent S/S 2019 Paris,Redemption S/S 2019 Paris,Altuzarra S/S 2019 Paris,Hermès S/S 2019 Paris,Giambattista Valli S/S 2019 Paris,Acne Studios S/S 2019 Paris
Chunjie Liu,Alexander Wang Collection 2 New York,Alexander Wang Collection 1 S/S 2019 New York,Proenza Scholer S/S 2019 New York,Rodarte S/S 2019 New York,Zimmermann S/S 2019 New York,Gabriela Hearst S/S 2019 New Yo,ALEXACHUNG S/S 2019 London,Burberry S/S 2019 London,Margaret Howell S/S 2019 London,Christopher Kane S/S 2019 London,No. 21 S/S 2019 Milan ,Moschino S/S 2019 Milan,Salvatore Ferragamo S/S 2019 Milan,Roberto Cavalli S/S 2019 Milan,MSGM S/S 2019 Milan,Brognano S/S 2019 Milan,Dolce & Gabbana S/S 2019 Milan,Dries Van Noten S/S 2019 Paris,Loewe S/S 2019 Paris,Balmain S/S 2019 Paris,Atlein S/S 2019 Paris,Elie Saab S/S 2019 Paris,Hermès S/S 2019 Paris,Stella McCartney S/S 2019 Paris,Alexander McQueen SS 2019 Paris,Giambattista Valli S/S 2019 Paris,Koché S/S 2019 Paris
